Preparing MNIST dataset (will download if not found)...
Epoch 1 / 10 | MSE = 0.016134816686126718 | Train acc = 90.87%
Epoch 2 / 10 | MSE = 0.00746578893711612 | Train acc = 95.88%
Epoch 3 / 10 | MSE = 0.005479007353248922 | Train acc = 97.13%
Epoch 4 / 10 | MSE = 0.004458890570593824 | Train acc = 97.71%
Epoch 5 / 10 | MSE = 0.0037412255516745 | Train acc = 98.19%
Epoch 6 / 10 | MSE = 0.0032458800582480726 | Train acc = 98.44%
Epoch 7 / 10 | MSE = 0.002854675521674769 | Train acc = 98.62%
Epoch 8 / 10 | MSE = 0.002505431235516547 | Train acc = 98.79%
Epoch 9 / 10 | MSE = 0.0022438640320392536 | Train acc = 98.94%
Epoch 10 / 10 | MSE = 0.002037384927849526 | Train acc = 99.02%
Test sample 43 | desired=2 | predicted=2 | outputs=[0.000, 0.003, 0.990, 0.002, 0.028, 0.006, 0.009, 0.000, 0.000, 0.000]
Test sample 44 | desired=3 | predicted=3 | outputs=[0.000, 0.000, 0.008, 0.997, 0.001, 0.003, 0.000, 0.000, 0.000, 0.000]
Test sample 45 | desired=5 | predicted=5 | outputs=[0.001, 0.000, 0.000, 0.001, 0.000, 0.976, 0.004, 0.000, 0.003, 0.000]
Test sample 46 | desired=1 | predicted=1 | outputs=[0.000, 0.994, 0.006, 0.009, 0.003, 0.000, 0.000, 0.000, 0.012, 0.000]
Test sample 47 | desired=2 | predicted=2 | outputs=[0.002, 0.003, 1.000, 0.000, 0.002, 0.000, 0.008, 0.000, 0.000, 0.000]
Test sample 48 | desired=4 | predicted=4 | outputs=[0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000]
Test sample 49 | desired=4 | predicted=4 | outputs=[0.000, 0.000, 0.000, 0.000, 0.997, 0.000, 0.000, 0.000, 0.000, 0.014]
Test sample 50 | desired=6 | predicted=6 | outputs=[0.005, 0.000, 0.000, 0.002, 0.000, 0.001, 0.998, 0.000, 0.000, 0.000]
Test sample 51 | desired=3 | predicted=3 | outputs=[0.000, 0.000, 0.000, 0.997, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
Test sample 52 | desired=5 | predicted=5 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.005]
Test sample 53 | desired=5 | predicted=5 | outputs=[0.000, 0.001, 0.000, 0.018, 0.000, 0.971, 0.000, 0.000, 0.002, 0.004]
Test sample 54 | desired=6 | predicted=6 | outputs=[0.000, 0.000, 0.001, 0.000, 0.000, 0.025, 1.000, 0.000, 0.017, 0.000]
Test sample 55 | desired=0 | predicted=0 | outputs=[0.992, 0.000, 0.000, 0.000, 0.000, 0.004, 0.001, 0.000, 0.004, 0.000]
Test sample 56 | desired=4 | predicted=4 | outputs=[0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000]
Test sample 57 | desired=1 | predicted=1 | outputs=[0.000, 0.986, 0.001, 0.000, 0.002, 0.000, 0.000, 0.022, 0.005, 0.000]
Test sample 58 | desired=9 | predicted=9 | outputs=[0.000, 0.000, 0.000, 0.000, 0.001, 0.000, 0.000, 0.000, 0.000, 0.999]
Test sample 59 | desired=5 | predicted=5 | outputs=[0.012, 0.000, 0.000, 0.000, 0.000, 0.996, 0.000, 0.314, 0.039, 0.002]
Test sample 60 | desired=7 | predicted=7 | outputs=[0.000, 0.000, 0.000, 0.005, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000]
Test sample 61 | desired=8 | predicted=8 | outputs=[0.000, 0.000, 0.193, 0.000, 0.000, 0.002, 0.000, 0.000, 0.958, 0.000]
Test sample 62 | desired=9 | predicted=9 | outputs=[0.000, 0.000, 0.000, 0.000, 0.002, 0.231, 0.004, 0.007, 0.019, 0.935]
Test sample 63 | desired=3 | predicted=3 | outputs=[0.000, 0.000, 0.064, 0.915, 0.000, 0.000, 0.000, 0.000, 0.001, 0.000]
Test sample 64 | desired=7 | predicted=7 | outputs=[0.000, 0.000, 0.000, 0.003, 0.000, 0.000, 0.000, 0.991, 0.000, 0.000]
Test sample 65 | desired=4 | predicted=4 | outputs=[0.001, 0.002, 0.000, 0.001, 0.974, 0.118, 0.000, 0.000, 0.000, 0.008]
Test sample 66 | desired=6 | predicted=6 | outputs=[0.006, 0.000, 0.003, 0.001, 0.001, 0.000, 0.978, 0.004, 0.000, 0.000]
Test sample 67 | desired=4 | predicted=4 | outputs=[0.000, 0.000, 0.001, 0.000, 0.998, 0.000, 0.000, 0.000, 0.000, 0.002]
Test sample 68 | desired=3 | predicted=3 | outputs=[0.000, 0.000, 0.000, 1.000, 0.000, 0.001, 0.000, 0.000, 0.000, 0.001]
Test sample 69 | desired=0 | predicted=0 | outputs=[1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
Test sample 70 | desired=7 | predicted=7 | outputs=[0.000, 0.000, 0.001, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000]
Test sample 71 | desired=0 | predicted=0 | outputs=[1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
Test sample 72 | desired=2 | predicted=2 | outputs=[0.001, 0.000, 0.998, 0.044, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
Test sample 73 | desired=9 | predicted=9 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.026, 0.009, 0.979]
Test sample 74 | desired=1 | predicted=1 | outputs=[0.000, 0.993, 0.000, 0.000, 0.007, 0.002, 0.000, 0.001, 0.007, 0.000]
Test sample 75 | desired=7 | predicted=7 | outputs=[0.000, 0.000, 0.000, 0.001, 0.000, 0.000, 0.000, 0.999, 0.000, 0.000]
Test sample 76 | desired=3 | predicted=3 | outputs=[0.000, 0.001, 0.000, 0.998, 0.000, 0.001, 0.000, 0.000, 0.000, 0.000]
Test sample 77 | desired=2 | predicted=2 | outputs=[0.006, 0.001, 0.992, 0.000, 0.000, 0.000, 0.000, 0.001, 0.002, 0.000]
Test sample 78 | desired=9 | predicted=9 | outputs=[0.000, 0.000, 0.000, 0.000, 0.018, 0.000, 0.000, 0.006, 0.012, 0.944]
Test sample 79 | desired=7 | predicted=7 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.001, 0.000]
Test sample 80 | desired=7 | predicted=7 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 0.001, 0.000, 0.995, 0.000, 0.029]
Test sample 81 | desired=6 | predicted=6 | outputs=[0.001, 0.000, 0.000, 0.000, 0.000, 0.003, 0.988, 0.000, 0.000, 0.004]
Test sample 82 | desired=2 | predicted=2 | outputs=[0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
Test sample 83 | desired=7 | predicted=7 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.997, 0.000, 0.005]
Test sample 84 | desired=8 | predicted=8 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.001, 0.000, 0.985, 0.000]
Test sample 85 | desired=4 | predicted=4 | outputs=[0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000]
Test sample 86 | desired=7 | predicted=7 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000]
Test sample 87 | desired=3 | predicted=3 | outputs=[0.000, 0.000, 0.000, 0.999, 0.000, 0.001, 0.000, 0.006, 0.000, 0.000]
Test sample 88 | desired=6 | predicted=6 | outputs=[0.000, 0.000, 0.000, 0.000, 0.001, 0.000, 1.000, 0.000, 0.000, 0.000]
Test sample 89 | desired=1 | predicted=1 | outputs=[0.000, 0.960, 0.000, 0.000, 0.000, 0.000, 0.003, 0.000, 0.004, 0.000]
Test sample 90 | desired=3 | predicted=3 | outputs=[0.000, 0.000, 0.000, 0.996, 0.000, 0.000, 0.000, 0.000, 0.002, 0.001]
Test sample 91 | desired=6 | predicted=6 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000]
Test sample 92 | desired=9 | predicted=9 | outputs=[0.001, 0.000, 0.000, 0.003, 0.053, 0.000, 0.001, 0.007, 0.003, 0.956]
Test sample 93 | desired=3 | predicted=3 | outputs=[0.001, 0.000, 0.000, 0.987, 0.000, 0.001, 0.000, 0.000, 0.000, 0.039]
Test sample 94 | desired=1 | predicted=1 | outputs=[0.000, 0.997, 0.001, 0.000, 0.008, 0.000, 0.000, 0.000, 0.013, 0.000]
Test sample 95 | desired=4 | predicted=4 | outputs=[0.000, 0.000, 0.000, 0.000, 0.996, 0.000, 0.001, 0.000, 0.000, 0.000]
Test sample 96 | desired=1 | predicted=1 | outputs=[0.000, 0.575, 0.003, 0.002, 0.012, 0.007, 0.000, 0.003, 0.026, 0.043]
Test sample 97 | desired=7 | predicted=7 | outputs=[0.000, 0.000, 0.000, 0.001, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000]
Test sample 98 | desired=6 | predicted=6 | outputs=[0.004, 0.000, 0.000, 0.000, 0.000, 0.025, 0.986, 0.000, 0.000, 0.000]
Test sample 99 | desired=9 | predicted=9 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000]
Test sample 100 | desired=6 | predicted=6 | outputs=[0.016, 0.001, 0.005, 0.000, 0.000, 0.002, 0.988, 0.000, 0.001, 0.000]
Test sample 101 | desired=0 | predicted=0 | outputs=[1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
Test sample 102 | desired=5 | predicted=5 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000]
Test sample 103 | desired=4 | predicted=4 | outputs=[0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000]
Test sample 104 | desired=9 | predicted=9 | outputs=[0.000, 0.000, 0.000, 0.004, 0.000, 0.609, 0.000, 0.000, 0.021, 0.986]
Test sample 105 | desired=9 | predicted=9 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.997]
Test sample 106 | desired=2 | predicted=2 | outputs=[0.000, 0.000, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
Test sample 107 | desired=1 | predicted=1 | outputs=[0.004, 0.953, 0.002, 0.000, 0.000, 0.001, 0.059, 0.000, 0.021, 0.000]
Test sample 108 | desired=9 | predicted=9 | outputs=[0.000, 0.000, 0.000, 0.000, 0.001, 0.009, 0.000, 0.000, 0.000, 0.999]
Test sample 109 | desired=4 | predicted=4 | outputs=[0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.001, 0.006, 0.000, 0.001]
Test sample 110 | desired=8 | predicted=8 | outputs=[0.000, 0.000, 0.000, 0.001, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000]
Test sample 111 | desired=7 | predicted=7 | outputs=[0.000, 0.042, 0.004, 0.000, 0.000, 0.000, 0.000, 0.949, 0.001, 0.002]
Test sample 112 | desired=3 | predicted=3 | outputs=[0.003, 0.002, 0.000, 0.998, 0.000, 0.003, 0.000, 0.000, 0.000, 0.000]
Test sample 113 | desired=9 | predicted=9 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000]
Test sample 114 | desired=7 | predicted=7 | outputs=[0.000, 0.000, 0.026, 0.000, 0.000, 0.000, 0.000, 0.972, 0.000, 0.001]
Test sample 115 | desired=4 | predicted=4 | outputs=[0.000, 0.001, 0.000, 0.000, 0.674, 0.000, 0.002, 0.000, 0.001, 0.339]
Test sample 116 | desired=4 | predicted=4 | outputs=[0.000, 0.004, 0.000, 0.000, 0.996, 0.000, 0.000, 0.000, 0.000, 0.004]
Test sample 117 | desired=4 | predicted=4 | outputs=[0.000, 0.000, 0.000, 0.000, 0.998, 0.000, 0.000, 0.000, 0.000, 0.001]
Test sample 118 | desired=9 | predicted=9 | outputs=[0.000, 0.000, 0.000, 0.000, 0.011, 0.000, 0.000, 0.002, 0.005, 0.973]
Test sample 119 | desired=2 | predicted=2 | outputs=[0.000, 0.000, 0.998, 0.000, 0.000, 0.000, 0.001, 0.012, 0.060, 0.000]
Test sample 120 | desired=5 | predicted=5 | outputs=[0.000, 0.000, 0.000, 0.016, 0.000, 1.000, 0.000, 0.000, 0.000, 0.001]
Test sample 121 | desired=4 | predicted=4 | outputs=[0.003, 0.000, 0.001, 0.000, 0.968, 0.000, 0.004, 0.000, 0.010, 0.003]
Test sample 122 | desired=7 | predicted=7 | outputs=[0.000, 0.002, 0.003, 0.000, 0.000, 0.001, 0.000, 0.997, 0.000, 0.007]
Test sample 123 | desired=6 | predicted=6 | outputs=[0.001, 0.005, 0.000, 0.000, 0.001, 0.002, 0.998, 0.000, 0.000, 0.001]
Test sample 124 | desired=7 | predicted=7 | outputs=[0.000, 0.000, 0.000, 0.000, 0.196, 0.000, 0.000, 0.850, 0.000, 0.001]
Test sample 125 | desired=9 | predicted=9 | outputs=[0.000, 0.000, 0.008, 0.001, 0.036, 0.000, 0.000, 0.000, 0.001, 0.950]
Test sample 126 | desired=0 | predicted=0 | outputs=[0.985, 0.000, 0.020, 0.000, 0.000, 0.002, 0.000, 0.000, 0.000, 0.077]
Test sample 127 | desired=5 | predicted=5 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000]
Test sample 128 | desired=8 | predicted=8 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000]
Test sample 129 | desired=5 | predicted=5 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.001]
Test sample 130 | desired=6 | predicted=6 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.010]
Test sample 131 | desired=6 | predicted=6 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 0.001, 1.000, 0.000, 0.000, 0.000]
Test sample 132 | desired=5 | predicted=5 | outputs=[0.000, 0.000, 0.000, 0.001, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000]
Test sample 133 | desired=7 | predicted=7 | outputs=[0.000, 0.000, 0.002, 0.001, 0.000, 0.000, 0.000, 0.949, 0.000, 0.000]
Test sample 134 | desired=8 | predicted=8 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000]
Test sample 135 | desired=1 | predicted=1 | outputs=[0.000, 0.994, 0.000, 0.000, 0.000, 0.000, 0.000, 0.001, 0.004, 0.000]
Test sample 136 | desired=0 | predicted=0 | outputs=[0.998, 0.000, 0.002, 0.000, 0.000, 0.003, 0.000, 0.000, 0.000, 0.000]
Test sample 137 | desired=1 | predicted=1 | outputs=[0.000, 0.997, 0.000, 0.000, 0.001, 0.000, 0.001, 0.000, 0.001, 0.000]
Test sample 138 | desired=6 | predicted=6 | outputs=[0.000, 0.000, 0.000, 0.000, 0.001, 0.000, 0.999, 0.000, 0.000, 0.000]
Test sample 139 | desired=4 | predicted=4 | outputs=[0.000, 0.000, 0.000, 0.000, 0.940, 0.000, 0.000, 0.000, 0.037, 0.001]
Test sample 140 | desired=6 | predicted=6 | outputs=[0.006, 0.005, 0.000, 0.000, 0.015, 0.002, 0.996, 0.000, 0.001, 0.000]
Test sample 141 | desired=7 | predicted=7 | outputs=[0.000, 0.000, 0.001, 0.001, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000]
Test sample 142 | desired=3 | predicted=3 | outputs=[0.000, 0.000, 0.003, 0.986, 0.000, 0.000, 0.000, 0.000, 0.001, 0.000]
Test sample 143 | desired=1 | predicted=1 | outputs=[0.000, 0.991, 0.003, 0.000, 0.000, 0.000, 0.001, 0.004, 0.013, 0.000]
Test sample 144 | desired=7 | predicted=7 | outputs=[0.000, 0.000, 0.000, 0.001, 0.000, 0.000, 0.000, 0.928, 0.000, 0.007]
Test sample 145 | desired=1 | predicted=1 | outputs=[0.000, 0.994, 0.000, 0.004, 0.004, 0.003, 0.001, 0.003, 0.003, 0.000]
Test sample 146 | desired=8 | predicted=8 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.001]
Test sample 147 | desired=2 | predicted=2 | outputs=[0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
Test sample 148 | desired=0 | predicted=0 | outputs=[0.999, 0.000, 0.001, 0.000, 0.000, 0.000, 0.003, 0.000, 0.000, 0.000]
Test sample 149 | desired=2 | predicted=2 | outputs=[0.000, 0.000, 0.651, 0.004, 0.020, 0.107, 0.001, 0.001, 0.004, 0.042]
Test sample 150 | desired=9 | predicted=9 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.998]
Test sample 151 | desired=9 | predicted=9 | outputs=[0.003, 0.000, 0.000, 0.000, 0.000, 0.003, 0.000, 0.000, 0.072, 0.914]
Test sample 152 | desired=5 | predicted=5 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 0.999, 0.000, 0.000, 0.003, 0.000]
Test sample 153 | desired=5 | predicted=5 | outputs=[0.000, 0.001, 0.000, 0.001, 0.000, 0.990, 0.000, 0.000, 0.007, 0.001]
Test sample 154 | desired=1 | predicted=1 | outputs=[0.000, 0.989, 0.001, 0.000, 0.006, 0.000, 0.001, 0.043, 0.002, 0.006]
Test sample 155 | desired=5 | predicted=5 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, 0.000]
Test sample 156 | desired=6 | predicted=6 | outputs=[0.000, 0.000, 0.007, 0.000, 0.030, 0.000, 0.947, 0.000, 0.000, 0.000]
Test sample 157 | desired=0 | predicted=0 | outputs=[0.998, 0.000, 0.000, 0.000, 0.000, 0.006, 0.000, 0.004, 0.000, 0.003]
Test sample 158 | desired=3 | predicted=3 | outputs=[0.019, 0.000, 0.122, 0.760, 0.000, 0.005, 0.000, 0.000, 0.000, 0.000]
Test sample 159 | desired=4 | predicted=4 | outputs=[0.001, 0.012, 0.003, 0.000, 0.995, 0.001, 0.002, 0.015, 0.000, 0.001]
Test sample 160 | desired=4 | predicted=4 | outputs=[0.000, 0.000, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, 0.005, 0.000]
Test sample 161 | desired=6 | predicted=6 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000]
Test sample 162 | desired=5 | predicted=5 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000]
Test sample 163 | desired=4 | predicted=4 | outputs=[0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.001]
Test sample 164 | desired=6 | predicted=6 | outputs=[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.001, 0.000]
Test sample 165 | desired=5 | predicted=5 | outputs=[0.000, 0.000, 0.000, 0.001, 0.000, 0.999, 0.000, 0.000, 0.003, 0.000]
Test sample 166 | desired=4 | predicted=4 | outputs=[0.002, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.011, 0.000, 0.000]
Test sample 167 | desired=5 | predicted=5 | outputs=[0.129, 0.000, 0.003, 0.018, 0.000, 0.992, 0.040, 0.002, 0.000, 0.000]
Test sample 168 | desired=1 | predicted=1 | outputs=[0.000, 0.999, 0.000, 0.000, 0.000, 0.000, 0.001, 0.001, 0.001, 0.000]
Test sample 169 | desired=4 | predicted=4 | outputs=[0.000, 0.000, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, 0.000, 0.001]
Test sample 170 | desired=4 | predicted=4 | outputs=[0.000, 0.000, 0.000, 0.000, 0.999, 0.000, 0.000, 0.000, 0.000, 0.000]
Test sample 171 | desired=7 | predicted=7 | outputs=[0.000, 0.000, 0.000, 0.008, 0.000, 0.000, 0.000, 0.987, 0.010, 0.000]
Test sample 172 | desired=2 | predicted=2 | outputs=[0.000, 0.000, 0.994, 0.002, 0.000, 0.000, 0.000, 0.000, 0.003, 0.000]
